,Page_Link,Page_Address,Price,Price_Change,Sys_Date
512,3307-baer-st/sale_48548454,"3307 Baer St, Houston, TX 77020",379900,None,6/4/17
513,423-quitman-st/sale_38707334,"423 Quitman St, Houston, TX 77009",379900,None,6/4/17
514,1510-beall-st/sale_42849104,"1510 Beall St, Houston, TX 77008",379900,None,6/4/17
515,1813-a-elysian/sale_34038814,"1813 A Elysian, Houston, TX 77009",379900,None,6/4/17
516,620-graceland-st/sale_89848804,"620 Graceland St, Houston, TX 77009",379900,price-reduction,6/4/17
517,1116-birdsall-st/sale_31314939,"1116 Birdsall St, Houston, TX 77007",379900,None,6/4/17
518,2348-commerce/sale_85610714,"2348 Commerce, Houston, TX 77003",379900,None,6/4/17
519,1426-w-a-21st-st/sale_14948474,"1426 W A 21st St, Houston, TX 77008",379990,price-reduction,6/4/17
520,710-cordell-st/sale_26344170,"710 Cordell St, Houston, TX 77009",380000,None,6/4/17
521,4640-cornish-st/sale_49986654,"4640 Cornish St, Houston, TX 77007",380000,None,6/4/17
522,826-w-31st-st/sale_81255123,"826 W 31st St, Houston, TX 77018",380000,price-reduction,6/4/17
523,606-sue-st/sale_29712504,"606 Sue St, Houston, TX 77009",380000,price-reduction,6/4/17
524,5209-blossom-st--a/sale_18042224,"5209 Blossom St  A, Houston, TX 77007",380000,price-reduction,6/4/17
525,2222-wakefield-dr/sale_9050344,"2222 Wakefield Dr, Houston, TX 77018",380000,price-reduction,6/4/17
526,1729-ennis-street/sale_10760622,"1729 Ennis Street, Houston, TX 77003",384000,None,6/4/17
527,1727-ennis-street/sale_47818184,"1727 Ennis Street, Houston, TX 77003",384000,None,6/4/17
528,1749-ennis-street/sale_55456250,"1749 Ennis Street, Houston, TX 77003",384000,None,6/4/17
529,1747-ennis-street/sale_57863486,"1747 Ennis Street, Houston, TX 77003",384000,None,6/4/17
530,1030-w-26th-st-d/sale_86322937,"1030 W 26th St. D, Houston, TX 77008",384000,price-reduction,6/4/17
531,619-w-24th-street/sale_33045835,"619 W 24th Street, Houston, TX 77008",384900,None,6/4/17
532,1630-woodcrest-dr/sale_98144440,"1630 Woodcrest Dr, Houston, TX 77018",384900,price-reduction,6/4/17
533,1030-w-26th-st--c/sale_99103940,"1030 W 26th St  C, Houston, TX 77008",384900,None,6/4/17
534,5822-darling-st/sale_6164317,"5822 Darling St, Houston, TX 77007",384900,price-reduction,6/4/17
535,522-b-allston-st/sale_16231233,"522 B Allston St, Houston, TX 77007",384950,None,6/4/17
536,5212-nett-st/sale_57897747,"5212 Nett St, Houston, TX 77007",385000,None,6/4/17
537,306-a-enid-street/sale_91767842,"306 A Enid Street, Houston, TX 77009",385000,None,6/4/17
538,305-reinicke-st/sale_52371575,"305 Reinicke St, Houston, TX 77007",385000,None,6/4/17
539,4503-cornish-st/sale_85268543,"4503 Cornish St, Houston, TX 77007",385000,None,6/4/17
540,105-detering-st--c/sale_32038006,"105 Detering St  C, Houston, TX 77007",385000,None,6/4/17
541,834-peddie-st/sale_77696526,"834 Peddie St, Houston, TX 77008",385000,None,6/4/17
542,1119-w-17th-st/sale_13264153,"1119 W 17th St, Houston, TX 77008",385000,None,6/4/17
543,5423-kansas-st/sale_26236408,"5423 Kansas St, Houston, TX 77007",385000,None,6/4/17
544,4513-cornish-st/sale_42086640,"4513 Cornish St, Houston, TX 77007",385000,price-reduction,6/4/17
545,3305-a-jefferson/sale_65164764,"3305 A Jefferson, Houston, TX 77003",385000,None,6/4/17
546,2206-colorado-st/sale_42799029,"2206 Colorado St, Houston, TX 77007",385000,price-reduction,6/4/17
547,4508-maxie-st-unit-a/sale_14617921,"4508 Maxie St, Unit A, Houston, TX 77007",385000,price-reduction,6/4/17
548,864-wakefield--d/sale_92646545,"864 Wakefield  D, Houston, TX 77018",385000,None,6/4/17
549,864-wakefield-street-unit-c/sale_63270947,"864 Wakefield Street Unit C, Houston, TX 77018",385000,None,6/4/17
550,6014-schuler-st/sale_58625361,"6014 Schuler St, Houston, TX 77007",385000,price-reduction,6/4/17
551,864-wakefield-street-unit-e/sale_21934154,"864 Wakefield Street Unit E, Houston, TX 77018",385000,None,6/4/17
552,1135-nadine-st/sale_41664940,"1135 Nadine St, Houston, TX 77009",385000,None,6/4/17
553,3808-commerce/sale_88939103,"3808 Commerce, Houston, TX 77003",385000,price-reduction,6/4/17
554,704-w-8th/sale_15826284,"704 W 8th, Houston, TX 77007",385000,price-reduction,6/4/17
555,867-wakefield-d/sale_74687718,"867 Wakefield #D, Houston, TX 77018",385000,price-reduction,6/4/17
556,2505-judiway/sale_2837343,"2505 Judiway, Houston, TX 77018",385000,None,6/4/17
557,5938-kansas-st/sale_67060135,"5938 Kansas St, Houston, TX 77007",388500,price-reduction,6/4/17
558,1702-chantilly-ln/sale_94620040,"1702 Chantilly Ln, Houston, TX 77018",389000,None,6/4/17
559,1331-w-24th-st--f/sale_46818478,"1331 W 24th St  F, Houston, TX 77008",389000,None,6/4/17
560,1508-lawrence-st/sale_64356487,"1508 Lawrence St, Houston, TX 77008",389000,None,6/4/17
561,2615-rusk/sale_57852894,"2615 Rusk, Houston, TX 77003",389000,None,6/4/17
562,1516-sandman-st/sale_50753368,"1516 Sandman St, Houston, TX 77007",389000,None,6/4/17
563,915-reinicke-st/sale_13795395,"915 Reinicke St, Houston, TX 77007",389000,price-reduction,6/4/17
564,5432-crooms-st/sale_94689662,"5432 Crooms St, Houston, TX 77007",389000,price-reduction,6/4/17
565,3015-bell-st/sale_70649348,"3015 Bell St, Houston, TX 77003",389900,None,6/4/17
566,1712-w-13th-st/sale_8529542,"1712 W 13th St, Houston, TX 77008",389900,None,6/4/17
567,5813-a-petty-st/sale_97545743,"5813 A Petty St, Houston, TX 77007",389900,None,6/4/17
568,5656-darling-st/sale_70962351,"5656 Darling St, Houston, TX 77007",389900,None,6/4/17
569,1508-beall-st/sale_61036733,"1508 Beall St, Houston, TX 77008",389900,None,6/4/17
570,5623-c-kansas/sale_39220009,"5623 C Kansas, Houston, TX 77007",389900,price-reduction,6/4/17
571,986-patterson-st/sale_99058600,"986 Patterson St, Houston, TX 77007",389900,price-reduction,6/4/17
572,2710-freund-street/sale_92188423,"2710 Freund Street, HOUSTON, TX 77003",389900,price-reduction,6/4/17
573,1310-a-bingham-st/sale_40544240,"1310 A Bingham St, Houston, TX 77007",389900,None,6/4/17
574,716-e-28th/sale_66845693,"716 E 28th, HOUSTON, TX 77009",389900,None,6/4/17
575,608-middle-street--f/sale_7543003,"608 Middle Street  F, Houston, TX 77003",389900,None,6/4/17
576,947-w-17th-street/sale_67380079,"947 W 17th Street, Houston, TX 77008",389990,None,6/4/17
577,1005-w-17th-street/sale_34668282,"1005 W 17th Street, Houston, TX 77008",389990,None,6/4/17
578,1017-w-17th-street/sale_28762297,"1017 W 17th Street, Houston, TX 77008",389990,None,6/4/17
579,1225-a-w-19th/sale_47357590,"1225 A W 19th, Houston, TX 77008",389990,price-reduction,6/4/17
580,627-hartman-st/sale_65187775,"627 Hartman St, Houston, TX 77007",389999,price-reduction,6/4/17
581,904-roy-st/sale_37677511,"904 Roy St, Houston, TX 77007",390000,None,6/4/17
582,5717a-cornish-st/sale_79575432,"5717A Cornish St, Houston, TX 77007",390000,None,6/4/17
583,1014-e-16th-st/sale_92261588,"1014 E 16th St, Houston, TX 77009",390000,None,6/4/17
584,1639-walton-st/sale_22516495,"1639 Walton St, Houston, TX 77009",390000,None,6/4/17
585,2944-rusk/sale_25596564,"2944 Rusk, Houston, TX 77003",390000,None,6/4/17
586,1118-amundsen/sale_67671799,"1118 Amundsen, Houston, TX 77009",390000,None,6/4/17
587,450-north-live-oak-street/sale_89633644,"450 North Live Oak Street, Houston, TX 77003",393130,None,6/4/17
588,209-a-burr/sale_47201894,"209 A Burr, Houston, TX 77011",393575,None,6/4/17
589,1433-w-25th-street/sale_43112589,"1433 W 25th Street, Houston, TX 77008",394900,None,6/4/17
590,5517-petty-st/sale_59437042,"5517 Petty St, Houston, TX 77007",395000,None,6/4/17
591,110-e-28th-st/sale_70469552,"110 E 28th St, Houston, TX 77008",395000,None,6/4/17
592,315-w-26th-st/sale_77743445,"315 W 26th St, Houston, TX 77008",395000,None,6/4/17
593,4106-n-bonner-view-ln/sale_21089614,"4106 N Bonner View Ln, Houston, TX 77007",395000,None,6/4/17
594,1150-w-22nd-st-unit-h/sale_38948434,"1150 W 22nd St Unit H, Houston, TX 77008",395000,None,6/4/17
595,843-fisher-b/sale_97888005,"843 Fisher #B, Houston, TX 77018",395000,None,6/4/17
596,1517-colorado/sale_61210411,"1517 Colorado, Houston, TX 77007",395000,price-reduction,6/4/17
597,3915-floyd-st/sale_27736946,"3915 Floyd St, HOUSTON, TX 77007",395000,None,6/4/17
598,113-e-25th-st/sale_97354188,"113 E 25th St, Houston, TX 77008",395000,None,6/4/17
599,4117-dickson-st/sale_13634276,"4117 Dickson St, HOUSTON, TX 77007",397000,None,6/4/17
600,4410-feagan-st--f/sale_35121960,"4410 Feagan St  F, Houston, TX 77007",397000,price-reduction,6/4/17
601,2047-w-14th-1_2-st/sale_38520776,"2047 W 14th 1/2 St, Houston, TX 77008",398000,None,6/4/17
602,1119-worthshire/sale_80318469,"1119 Worthshire, Housotn, TX 77008",398000,None,6/4/17
603,1229-w-22nd-st/sale_54442403,"1229 W 22nd St, Houston, TX 77008",398900,None,6/4/17
604,309-pecore-st/sale_31223412,"309 Pecore St, Houston, TX 77009",399000,None,6/4/17
605,1751-ennis-street/sale_47529768,"1751 Ennis Street, Houston, TX 77003",399000,None,6/4/17
606,1002-e-25th-st/sale_9338189,"1002 E 25th St, Houston, TX 77009",399000,None,6/4/17
607,1725-ennis-street/sale_41168695,"1725 Ennis Street, Houston, TX 77003",399000,None,6/4/17
608,8409-hempstead-street--h/sale_72450444,"8409 Hempstead Street  H, Houston, TX 77008",399000,None,6/4/17
609,8409-hempstead-street-unit-h/sale_92326244,"8409 Hempstead Street Unit H, Houston, TX 77008",399000,None,6/4/17
610,3602-oak-forest-dr/sale_52343272,"3602 Oak Forest Dr, Houston, TX 77018",399000,None,6/4/17
611,4312-floyd-st--c/sale_67001419,"4312 Floyd St  C, Houston, TX 77007",399000,price-reduction,6/4/17
612,955-w-24-unit-b/sale_87797964,"955 W 24 Unit B, Houston, TX 77008",399000,None,6/4/17
613,514-westford-st/sale_87554224,"514 Westford St, Houston, TX 77022",399000,None,6/4/17
614,1519-prince-st/sale_1956741,"1519 Prince St, Houston, TX 77008",399000,price-reduction,6/4/17
615,607-jewett/sale_95552084,"607 Jewett, Houston, TX 77009",399000,None,6/4/17
616,6013-hamman/sale_16412847,"6013 Hamman, Houston, TX 77007",399000,price-reduction,6/4/17
617,1305-dorothy-st/sale_2834498,"1305 Dorothy St, Houston, TX 77008",399000,price-reduction,6/4/17
618,1204-1206-studewood-st/sale_89461534,"1204-1206 Studewood St, Houston, TX 77008",399000,None,6/4/17
619,1714-roy-st/sale_15390429,"1714 Roy St, Houston, TX 77007",399000,None,6/4/17
620,724-w-24th-st/sale_76382113,"724 W 24th St, Houston, TX 77008",399000,price-reduction,6/4/17
621,5324-inker-st/sale_98564200,"5324 Inker St, Houston, TX 77007",399000,price-reduction,6/4/17
622,3012-mckinney/sale_44360179,"3012 McKinney, Houston, TX 77003",399000,None,6/4/17
623,3504-vista-terrace/sale_4434114,"3504 Vista Terrace, Houston, TX 77018",399414,price-reduction,6/4/17
624,933-w-24th-st-unit-e/sale_79456648,"933 W 24th St Unit E, Houston, TX 77008",399500,None,6/4/17
625,873-wakefield-c/sale_80123342,"873 Wakefield #C, Houston, TX 77018",399500,price-reduction,6/4/17
626,869-wakefield-c/sale_10272419,"869 Wakefield #C, Houston, TX 77018",399500,price-reduction,6/4/17
627,841-w-19th-st/sale_8429541,"841 W 19th St, Houston, TX 77008",399800,None,6/4/17
628,835-w-19th-st/sale_73280748,"835 W 19th St, Houston, TX 77008",399800,None,6/4/17
629,833-w-19th-st/sale_4365546,"833 W 19th St, Houston, TX 77008",399800,None,6/4/17
630,843-w-19th-st/sale_70835141,"843 W 19th St, Houston, TX 77008",399800,None,6/4/17
631,5615-darling-st/sale_71147851,"5615 Darling St, Houston, TX 77007",399900,None,6/4/17
632,5813-c-petty-st/sale_4600340,"5813 C Petty St, Houston, TX 77007",399900,None,6/4/17
633,6528-calder-st/sale_15416947,"6528 Calder St, Houston, TX 77007",399900,None,6/4/17
634,5705-b-larkin/sale_71954849,"5705 B Larkin, Houston, TX 77007",399900,None,6/4/17
635,5807-petty-st/sale_52884277,"5807 Petty St, Houston, TX 77007",399900,None,6/4/17
636,2656-fountain-key-blv/sale_54937861,"2656 Fountain Key Blv, Houston, TX 77008",399900,None,6/4/17
637,1027-green-kensington/sale_30236498,"1027 Green Kensington, Houston, TX 77008",399900,None,6/4/17
638,3014-heritage-creek-terrace/sale_65295380,"3014 Heritage Creek Terrace, Houston, TX 77008",399900,price-reduction,6/4/17
639,1226-w-23rd-st/sale_67672889,"1226 W 23rd St, Houston, TX 77008",399900,None,6/4/17
640,1626-w-24th-st/sale_37979095,"1626 W 24Th St, Houston, TX 77008",399900,price-reduction,6/4/17
641,811-e-25th-st/sale_8464014,"811 E 25th St, Houston, TX 77009",399900,price-reduction,6/4/17
642,621-mazal-ln/sale_84790889,"621 Mazal Ln, Houston, TX 77009",399900,None,6/4/17
643,1748-nina-lee-ln/sale_61107060,"1748 Nina Lee Ln, Houston, TX 77018",399900,price-reduction,6/4/17
644,1325-richelieu-ln/sale_52911804,"1325 Richelieu Ln, Houston, TX 77018",399900,price-reduction,6/4/17
645,817-lawrence-st/sale_73754846,"817 Lawrence St, HOUSTON, TX 77007",399900,price-reduction,6/4/17
646,209--1_2-e-woodland-st/sale_79825984,"209  1/2 E Woodland St, Houston, TX 77009",399900,price-reduction,6/4/17
647,1512-beall-st/sale_89415431,"1512 Beall St, Houston, TX 77008",399900,None,6/4/17
648,817-b-delano-st/sale_46414650,"817-B Delano St, HOUSTON, TX 77003",399900,None,6/4/17
649,811-w-43rd-st/sale_14679004,"811 W 43rd St, Houston, TX 77018",399900,None,6/4/17
650,851-fisher-st-c/sale_753049,"851 Fisher St #C, Houston, TX 77018",399900,price-reduction,6/4/17
651,851-fisher-st-b/sale_23050264,"851 Fisher St #B, Houston, TX 77018",399900,price-reduction,6/4/17
652,5422-nolda/sale_90007136,"5422 Nolda, Houston, TX 77007",399900,price-reduction,6/4/17
653,5226-kiam-1013/sale_2837840,"5226 Kiam 1013, Houston, TX 77007",399900,None,6/4/17
654,444-oxford-st/sale_76087437,"444 Oxford St, Houston, TX 77007",399900,price-reduction,6/4/17
655,1114-bingham/sale_2109505,"1114 Bingham, HOUSTON, TX 77007",399900,price-reduction,6/4/17
656,2334-commerce/sale_47124040,"2334 Commerce, Houston, TX 77003",399900,None,6/4/17
657,1514-prince-st/sale_41291864,"1514 Prince St, Houston, TX 77008",399950,None,6/4/17
658,945-w-17th-street/sale_53449961,"945 W 17th Street, Houston, TX 77008",399990,None,6/4/17
659,961-w-17th-street/sale_57541615,"961 W 17th Street, Houston, TX 77008",399990,None,6/4/17
660,1003-w-17th-street/sale_12573047,"1003 W 17th Street, Houston, TX 77008",399990,None,6/4/17
661,1019-w-17th-street/sale_39115174,"1019 W 17th Street, Houston, TX 77008",399990,None,6/4/17
662,3514-napavine-lane/sale_25707317,"3514 Napavine Lane, Houston, TX 77008",399990,None,6/4/17
663,1223-c-w-19th/sale_88249545,"1223 C W 19th, Houston, TX 77008",399990,price-reduction,6/4/17
664,1225-d-w-19th/sale_61509246,"1225 D W 19th, Houston, TX 77008",399990,None,6/4/17
665,1223-b-w-19th/sale_24394646,"1223 B W 19th, Houston, TX 77008",399990,price-reduction,6/4/17
666,4210-schuler/sale_25979325,"4210 Schuler, Houston, TX 77007",399990,None,6/4/17
667,1102-reinerman-st/sale_40962730,"1102 Reinerman St, Houston, TX 77007",399990,None,6/4/17
668,3213-garrow/sale_16177454,"3213 Garrow, HOUSTON, TX 77003",399999,None,6/4/17
669,1407-dorothy-st/sale_72353351,"1407 Dorothy St, Houston, TX 77008",399999,price-reduction,6/4/17
670,1123-malone-st/sale_35079942,"1123 Malone St, Houston, TX 77007",399999,price-reduction,6/4/17
671,6308-calder-st/sale_26027043,"6308 Calder St, Houston, TX 77007",400000,None,6/4/17
672,1244-oxford-st/sale_16769761,"1244 Oxford St, Houston, TX 77008",400000,None,6/4/17
673,1126-w-18th-st/sale_26902405,"1126 W 18th St, Houston, TX 77008",400000,price-reduction,6/4/17
674,654-nagle-st/sale_72933688,"654 Nagle St, Houston, TX 77003",400000,None,6/4/17
675,4607-inker-st/sale_47694481,"4607 Inker St, Houston, TX 77007",400000,price-reduction,6/4/17
676,1318-ella-pl/sale_50077784,"1318 Ella Pl, Houston, TX 77008",400000,None,6/4/17
677,1817-summer-st/sale_36490720,"1817 Summer St, Houston, TX 77007",400000,None,6/4/17
678,6610-eureka-st/sale_87300287,"6610 Eureka St, Houston, TX 77008",402000,None,6/4/17
679,1514-beall-st/sale_21760408,"1514 Beall St, Houston, TX 77008",404900,None,6/4/17
680,5723-arabelle-lake-st/sale_30389315,"5723 Arabelle Lake St, Houston, TX 77007",405000,None,6/4/17
681,844-e-29th/sale_70205419,"844 E 29th, Houston, TX 77009",405000,None,6/4/17
682,1307a-studer-st/sale_16254976,"1307A Studer St, Houston, TX 77007",405000,price-reduction,6/4/17
683,2336-commerce/sale_89362459,"2336 Commerce, Houston, TX 77003",405000,None,6/4/17
684,466-north-live-oak-street/sale_92135131,"466 North Live Oak Street, Houston, TX 77003",408216,None,6/4/17
685,955-w-24-unit-d/sale_85831422,"955 W 24 Unit D, Houston, TX 77008",409000,None,6/4/17
686,6410-woodbrook-ln/sale_38082232,"6410 Woodbrook Ln, Houston, TX 77008",409000,None,6/4/17
687,5336-petty--c/sale_63774232,"5336 Petty  C, Houston, TX 77007",409000,None,6/4/17
688,1108-w-7th-st/sale_12484417,"1108 W 7th St, Houston, TX 77007",409000,price-reduction,6/4/17
689,810-e-28th-st/sale_97961467,"810 E 28th St, Houston, TX 77009",409000,price-reduction,6/4/17
690,955-w-24-unit-c/sale_4547890,"955 W 24 Unit C, Houston, TX 77008",409000,None,6/4/17
691,1239-w-24th-st-unit-a/sale_29314190,"1239 W 24th St Unit A, Houston, TX 77008",409000,price-reduction,6/4/17
692,1536-dian-st-c/sale_41022043,"1536 Dian St. #C, Houston, TX 77008",409518,None,6/4/17
693,710-link-rd/sale_57247790,"710 Link Rd, HOUSTON, TX 77009",409900,None,6/4/17
694,1030-green-kensington/sale_86332748,"1030 Green Kensington, Houston, TX 77008",409900,None,6/4/17
695,5219-inker-st/sale_49865500,"5219 Inker St, Houston, TX 77007",409900,price-reduction,6/4/17
696,6007-kansas-c/sale_99842329,"6007 Kansas C, Houston, TX 77007",409900,price-reduction,6/4/17
697,949-w-24th-st/sale_17075974,"949 W 24th St, Houston, TX 77008",410000,None,6/4/17
698,1333-w-22nd-st-g/sale_82681546,"1333 W 22nd St G, Houston, TX 77008",410000,None,6/4/17
699,1333-w-22nd-st-a/sale_71630468,"1333 W 22nd St A, Houston, TX 77008",410000,None,6/4/17
700,4202-gibson-st/sale_29254857,"4202 Gibson St, Houston, TX 77007",410000,None,6/4/17
701,1333-w-22nd-st-f/sale_31434874,"1333 W 22nd St F, Houston, TX 77008",410000,None,6/4/17
702,708-reinicke-st/sale_31538796,"708 Reinicke St, Houston, TX 77007",410000,None,6/4/17
703,847-w-43rd-st/sale_8981084,"847 W 43rd St, Houston, TX 77018",410000,None,6/4/17
704,841-fisher-b/sale_17846946,"841 Fisher #B, Houston, TX 77018",410000,None,6/4/17
705,873-wakefield-b/sale_15392938,"873 Wakefield #B, Houston, TX 77018",410000,price-reduction,6/4/17
706,869-wakefield-d/sale_96960264,"869 Wakefield #D, Houston, TX 77018",410000,price-reduction,6/4/17
707,871-wakefield-c/sale_53381009,"871 Wakefield #C, Houston, TX 77018",410000,price-reduction,6/4/17
708,1129-malone-st/sale_34820286,"1129 Malone St, Houston, TX 77007",411000,price-reduction,6/4/17
709,209-f-burr/sale_26182210,"209 F Burr, Houston, TX 77011",411913,None,6/4/17
710,5325b-petty/sale_9964740,"5325B Petty, Houston, TX 77007",412000,None,6/4/17
711,719-reinerman-st/sale_41922934,"719 Reinerman St, Houston, TX 77007",412000,price-reduction,6/4/17
712,6605-letein-st/sale_98634483,"6605 Letein St, Houston, TX 77007",414900,None,6/4/17
713,2302-couch-st/sale_64333741,"2302 Couch St, Houston, TX 77008",414900,None,6/4/17
714,1619-cohn-st/sale_10958102,"1619 Cohn St, Houston, TX 77007",414900,price-reduction,6/4/17
715,909-w-15th-1_2-st/sale_8791794,"909 W 15th 1/2 St, Houston, TX 77008",414900,price-reduction,6/4/17
716,4410-feagan-st--d/sale_77034453,"4410 Feagan St  D, Houston, TX 77007",414900,price-reduction,6/4/17
717,2706-cortlandt-st/sale_92767471,"2706 Cortlandt St, Houston, TX 77008",415000,None,6/4/17
718,1907-de-milo-dr/sale_77834758,"1907 De Milo Dr, Houston, TX 77018",415000,None,6/4/17
719,4608-nett--d/sale_44865514,"4608 Nett  D, Houston, TX 77007",415000,None,6/4/17
720,5206-lillian-st/sale_93520574,"5206 Lillian St, Houston, TX 77007",415000,None,6/4/17
721,1028-w-24th-st/sale_15693444,"1028 W 24th St, Houston, TX 77008",415000,price-reduction,6/4/17
722,769-grove/sale_82630475,"769 Grove, Houston, TX 77020",415000,None,6/4/17
723,1232-w-24th-st--c/sale_75003948,"1232 W 24th St  C, Houston, TX 77008",417000,price-reduction,6/4/17
724,2608-madeline-grove-dr/sale_5042782,"2608 Madeline Grove Dr, Houston, TX 77008",417500,None,6/4/17
725,2614-madeline-grove-dr/sale_22461845,"2614 Madeline Grove Dr, Houston, TX 77008",418000,price-reduction,6/4/17
726,5436-crooms-st/sale_26484491,"5436 Crooms St, Houston, TX 77007",419000,None,6/4/17
727,1010-w-24th-st-f/sale_71609348,"1010 W 24th St #F, Houston, TX 77008",419000,None,6/4/17
728,608--a-w-28th-st/sale_69844531,"608 # A W 28th St, Houston, TX 77008",419000,None,6/4/17
729,606--b-w-28th-st/sale_24377343,"606 # B W 28th St, Houston, TX 77008",419000,None,6/4/17
730,1024-patterson-street/sale_36777585,"1024 Patterson Street, Houston, TX 77007",419000,price-reduction,6/4/17
731,5508-petty-st/sale_4274145,"5508 Petty St, Houston, TX 77007",419000,None,6/4/17
732,1024-patterson-street/sale_15404422,"1024 Patterson Street, Houston, TX 77007",419000,price-reduction,6/4/17
733,730-west-25th/sale_99388067,"730 West 25th, Houston, TX 77008",419000,None,6/4/17
734,5406-darling-st-unit-a/sale_47872495,"5406 Darling St. Unit A, Houston, TX 77007",419000,price-reduction,6/4/17
735,1030-patterson-street/sale_26887487,"1030 Patterson Street, Houston, TX 77007",419000,price-reduction,6/4/17
736,507-vincent-st/sale_6302449,"507 Vincent St, Houston, TX 77009",419500,price-reduction,6/4/17
737,415-n-marie-street/sale_93260791,"415 N Marie Street, Houston, TX 77009",419750,price-reduction,6/4/17
738,1218-sandman-st/sale_17097952,"1218 Sandman St, Houston, TX 77007",419900,None,6/4/17
739,811-alexander-st/sale_79158533,"811 Alexander St, Houston, TX 77007",419900,None,6/4/17
740,4920-ella-blvd/sale_33866089,"4920 Ella Blvd, Houston, TX 77018",419900,price-reduction,6/4/17
741,1104-reinerman-st/sale_49139648,"1104 Reinerman St, Houston, TX 77007",419990,None,6/4/17
742,1416-sabine/sale_14391093,"1416 Sabine, Houston, TX 77007",420000,None,6/4/17
743,3516-napavine-lane/sale_71609450,"3516 Napavine Lane, Houston, TX 77008",420000,price-reduction,6/4/17
744,5021-inker-st/sale_98817041,"5021 Inker St, Houston, TX 77007",420000,None,6/4/17
745,2602-washington-ave--b/sale_33563636,"2602 Washington Ave  B, Houston, TX 77007",420000,None,6/4/17
746,2626-shady-woods-ln/sale_10740414,"2626 Shady Woods Ln, Houston, TX 77008",420000,None,6/4/17
747,4415-arnell-dr/sale_44290014,"4415 Arnell Dr, Houston, TX 77018",420000,price-reduction,6/4/17
748,843-fisher-d/sale_84644120,"843 Fisher #D, Houston, TX 77018",420000,None,6/4/17
749,839-fisher-a/sale_24714185,"839 Fisher #A, Houston, TX 77018",420000,None,6/4/17
750,421-arlington-st/sale_30426344,"421 Arlington St, Houston, TX 77007",420000,price-reduction,6/4/17
751,5236-kiam-st/sale_54697800,"5236 Kiam St, Houston, TX 77007",420000,price-reduction,6/4/17
752,5311a-lillian-st/sale_56568726,"5311A Lillian St, Houston, TX 77007",424000,price-reduction,6/4/17
753,2206-willowby-dr/sale_7051945,"2206 Willowby Dr, Houston, TX 77008",424000,price-reduction,6/4/17
754,1111-w-24th-st/sale_93835059,"1111 W 24th St, Houston, TX 77008",424900,None,6/4/17
755,5326-larkin/sale_57531784,"5326 Larkin, Houston, TX 77007",424900,None,6/4/17
756,1205-fowler/sale_54226975,"1205 Fowler, Houston, TX 77007",424900,None,6/4/17
757,1806-decatur-st/sale_97719834,"1806 Decatur St, Houston, TX 77007",425000,None,6/4/17
758,108-w-10th-1_2-st/sale_61649877,"108 W 10th 1/2 St, Houston, TX 77008",425000,None,6/4/17
759,927-gardenia-dr/sale_53163222,"927 Gardenia Dr, Houston, TX 77018",425000,None,6/4/17
760,608--b-w-28th-st/sale_92839446,"608 # B W 28th St, Houston, TX 77008",425000,None,6/4/17
761,606-a-w-28th-st/sale_88074962,"606 #A W 28th St, Houston, TX 77008",425000,None,6/4/17
762,1604-sabine-st/sale_75221194,"1604 Sabine St, Houston, TX 77007",425000,None,6/4/17
763,1139-nadine-st/sale_19552598,"1139 Nadine St, Houston, TX 77009",425000,None,6/4/17
764,511-sue-st/sale_50918744,"511 Sue St, Houston, TX 77009",425000,price-reduction,6/4/17
765,3009b-bell-st/sale_89421893,"3009B Bell St, Houston, TX 77003",425000,price-reduction,6/4/17
766,814-cohn-st/sale_67765318,"814 Cohn St, Houston, TX 77007",425000,price-reduction,6/4/17
767,402-schwartz/sale_40341941,"402 Schwartz, Houston, TX 77020",425000,price-reduction,6/4/17
768,111-e-27th-st/sale_52865238,"111 E 27th St, Houston, TX 77008",425000,None,6/4/17
769,906-dorothy-st/sale_92591413,"906 Dorothy St, Houston, TX 77008",425000,price-reduction,6/4/17
770,5648-larkin-st/sale_54499874,"5648 Larkin St, Houston, TX 77007",425000,price-reduction,6/4/17
771,1109-e-14th-st/sale_26283608,"1109 E 14th St, Houston, TX 77009",426000,None,6/4/17
772,2644-fountain-key-blv/sale_11685334,"2644 Fountain Key Blv, Houston, TX 77008",427000,None,6/4/17
773,2820-princeton-st/sale_34601364,"2820 Princeton St, Houston, TX 77009",427500,None,6/4/17
774,905-detering-st/sale_11857373,"905 Detering St, Houston, TX 77007",427500,None,6/4/17
775,176-reinicke-st/sale_69044570,"176 Reinicke St, Houston, TX 77007",427950,None,6/4/17
776,1406-asbury-st/sale_89206144,"1406 Asbury St, Houston, TX 77007",429000,None,6/4/17
777,4006d-feagan-st/sale_50490327,"4006D Feagan St, Houston, TX 77007",429000,None,6/4/17
778,604--b-w-28th-st/sale_10100070,"604 # B W 28th St, Houston, TX 77008",429000,None,6/4/17
779,912-w-w-25th-st-unit-1/sale_7098294,"912 W W 25th St Unit: 1, Houston, TX 77008",429000,price-reduction,6/4/17
780,8409-hempstead-street--b/sale_59840440,"8409 Hempstead Street  B, Houston, TX 77008",429000,None,6/4/17
781,851-fisher-st-f/sale_25245454,"851 Fisher St #F, Houston, TX 77018",429000,None,6/4/17
782,851-fisher-st-e/sale_17750244,"851 Fisher St #E, Houston, TX 77018",429000,None,6/4/17
