,lot_size,Area_Median_Appraised_Value,walk_score,transit_score,bike_score,downtown_dist,grocery_store_count,school_distinction_count,school_index4_count,total_crimes,flood_plain_yes,property_type_sf,property_type_th,maintenance_fee_annual,year_built,tax_rate,building_sqft_clean,stories,hoa_mandatory_yes,ext_wood,ext_synth,ext_stucco,ext_vinyl,ext_brick,ext_asbes,ext_veneer,ext_stone,ext_aluminum,style_geor,style_span,style_medi,style_vict,style_cont,style_french,style_col,style_eng,style_ranch,fnd_blocks,fnd_stilts,fnd_builders,fnd_beam,fnd_pier,backyard_yes,outside_spa,fully_fenced_yes,patiodeck_yes,balcony_yes,private_pool_yes,roof_tile_slate,garage_apt_yes,auto_garage_door_opener,garage_attached,garage_spots,access_gate,double_driveway,bedrooms,bathroom_full,1st Bed_sqft,2nd Bed_sqft,3rd Bed_sqft,Dining_sqft,Kitchen_sqft,Living_sqft,utility_room_in_house,study_room_yes,guest_room_yes,game_room_yes,formal_room_yes,disposal_yes,dishwasher_yes,zoned_cooling_yes,central_cooling_no,zoned_heating_yes,tankless_water_heater,hot_tub_yes,alarm_system_yes,wet_bar_yes,elevator_yes,refrigerator_yes,high_ceilings_yes,fireplace_yes,ctop_quartz,ctop_stone,ctop_marble,ctop_tile,ctop_formica,ctop_laminate,floor_wood,floor_concrete,floor_slate,floor_brick,floor_laminate,floor_marble,floor_stone,floor_carpet,floor_terrazo,floor_vinyl,master_bath_yes,master_double_sinks,master_tub_shower,master_tub_whirlpool,microwave_yes,oven_electric_yes,gas_range_yes,insulated_yes,barrier_yes,thermostat_yes,hvac_yes,turbine_vent_yes,any_oven_yes,any_range_yes,rooftop_access_yes,End_Price,Market Area
460,2273.0,445000.0,76.0,36.0,58.0,2.8298113537365213,7.0,1.0,3.0,1200.8333333333335,0.0,1,0,0.0,1998.0,2.52856,2288.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,4.0,2.0,228.0,180.0,195.0,180.0,120.0,266.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,379900,Rice Military/Washington Corridor
461,5000.0,384615.0,66.0,43.0,67.0,3.4127414718883538,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,1925.0,2.53516,988.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,339900,Heights/Greater Heights
462,1147.0,326064.0,64.0,36.0,60.0,6.738771581763924,10.0,1.0,3.0,660.5,0.0,1,0,0.0,1948.0,2.6161,1895.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,4.0,2.0,240.0,99.0,120.0,132.0,225.0,176.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,369900,Spring Branch
463,2500.0,384615.0,64.0,37.0,68.0,3.3324342229720507,9.0,2.0,3.0,796.8333333333335,1.0,1,0,0.0,2007.0,2.52856,2015.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,252.0,140.0,117.0,,100.0,288.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,399000,Heights/Greater Heights
464,1625.0,,60.0,41.0,52.0,3.073807746902512,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,0.0,2004.0,2.52856,1328.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,156.0,132.0,,135.0,90.0,210.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,295000,Rice Military/Washington Corridor
465,1942.0,,76.0,65.0,72.0,0.7704987509878001,7.0,2.0,3.0,1200.8333333333335,0.0,1,0,0.0,2015.0,2.53516,2278.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,180.0,168.0,180.0,220.0,192.0,240.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,469900,Washington East/Sabine
466,2700.0,336743.0,62.0,42.0,58.0,4.2604881089597235,9.0,6.0,6.0,796.8333333333335,1.0,1,0,0.0,2008.0,2.52856,1786.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,204.0,192.0,144.0,117.0,130.0,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,350000,Heights/Greater Heights
467,,385431.0,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,3540.0,2007.0,2.52856,1426.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,182.0,99.0,,240.0,,169.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,290000,Rice Military/Washington Corridor
468,6600.0,488398.0,77.0,45.0,68.0,3.3779358181140746,9.0,6.0,6.0,796.8333333333335,0.0,1,0,0.0,1920.0,2.53516,1508.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,3.0,1.0,224.0,110.0,140.0,195.0,143.0,221.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,510000,Heights/Greater Heights
469,8799.0,,,,,,9.0,,,796.8333333333335,0.0,0,1,345.0,1965.0,2.52856,700.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,1.0,156.0,121.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,175000,Heights/Greater Heights
470,5297.0,392945.0,55.0,42.0,58.0,4.290949578618384,9.0,3.0,3.0,796.8333333333335,1.0,1,0,700.0,2003.0,2.52856,2079.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,208.0,110.0,110.0,132.0,160.0,256.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,464000,Heights/Greater Heights
471,3712.0,331315.0,67.0,38.0,66.0,4.489708424220321,9.0,3.0,3.0,796.8333333333335,0.0,1,0,0.0,2004.0,2.52856,1890.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,156.0,143.0,121.0,121.0,88.0,270.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,417500,Heights/Greater Heights
472,2500.0,384615.0,71.0,43.0,62.0,3.748024570715927,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,2017.0,,2080.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,225.0,121.0,121.0,143.0,192.0,320.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,439900,Heights/Greater Heights
473,2500.0,384615.0,71.0,43.0,62.0,3.748024570715927,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,2017.0,,2080.0,2.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,225.0,121.0,121.0,143.0,192.0,320.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,429900,Heights/Greater Heights
474,2500.0,384615.0,,,,,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,2008.0,2.5352,2395.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,266.0,156.0,110.0,77.0,180.0,368.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,438000,Heights/Greater Heights
475,1192.0,207517.0,64.0,36.0,60.0,6.738771581763924,10.0,1.0,3.0,660.5,1.0,1,0,0.0,1955.0,2.6161,1600.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,192.0,168.0,192.0,,72.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,370000,Spring Branch
476,1822.0,,,,,,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,2015.0,,2544.0,3.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,285.0,144.0,132.0,323.0,195.0,342.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,409518,Heights/Greater Heights
477,,,79.0,43.0,63.0,3.0331326764752244,7.0,,,1200.8333333333335,0.0,1,0,1100.0,2012.0,,1917.0,3.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,198.0,121.0,156.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,375000,Rice Military/Washington Corridor
478,2525.0,384615.0,57.0,42.0,66.0,4.339264357038899,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,2008.0,2.52856,2354.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,440.0,100.0,108.0,204.0,132.0,340.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,490000,Heights/Greater Heights
479,2500.0,384615.0,74.0,40.0,70.0,3.0133113065991,9.0,2.0,3.0,796.8333333333335,0.0,1,0,0.0,2008.0,2.53516,1692.0,2.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,192.0,120.0,,190.0,132.0,304.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,435000,Heights/Greater Heights
480,,286050.0,79.0,43.0,63.0,3.0823778505654014,7.0,2.0,6.0,1200.8333333333335,0.0,0,1,3540.0,2007.0,,1426.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,182.0,99.0,,240.0,,169.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,290000,Rice Military/Washington Corridor
481,2448.0,286050.0,,,,,7.0,1.0,3.0,1200.8333333333335,0.0,0,1,3540.0,2007.0,2.52856,1401.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,182.0,99.0,,240.0,,169.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,310000,Rice Military/Washington Corridor
482,1430.0,66282.0,69.0,63.0,62.0,4.945749788422185,5.0,,,1018.1666666666666,0.0,1,0,0.0,1950.0,2.52856,2900.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,5.0,2.0,176.0,140.0,209.0,,126.0,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,150000,Northwest Houston
483,1430.0,66282.0,69.0,63.0,62.0,4.945749788422185,5.0,,,1018.1666666666666,0.0,1,0,0.0,1950.0,2.53516,2900.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,4.0,2.0,121.0,100.0,156.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,179000,Northwest Houston
484,1430.0,66282.0,69.0,63.0,62.0,4.945749788422185,5.0,,,1018.1666666666666,0.0,1,0,0.0,1950.0,2.52856,2900.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,4.0,2.0,176.0,140.0,209.0,,126.0,324.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,150000,Northwest Houston
485,8400.0,406929.0,51.0,44.0,77.0,4.8545803711027435,1.0,2.0,3.0,597.6666666666667,0.0,1,0,0.0,1946.0,2.52856,1769.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,2.0,204.0,140.0,143.0,120.0,132.0,252.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,525000,Garden Oaks
486,1924.0,,,,,,7.0,2.0,6.0,1200.8333333333335,0.0,1,0,0.0,2014.0,2.52856,2738.0,3.0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,289.0,238.0,144.0,,255.0,374.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,479900,Rice Military/Washington Corridor
487,,,,,,,5.0,2.0,6.0,1098.333333333333,0.0,0,1,3312.0,2004.0,2.64666,1370.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,170.0,,,,130.0,323.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,243900,Midtown - Houston
488,,,,,,,5.0,2.0,6.0,1098.333333333333,0.0,0,1,3324.0,2004.0,2.64666,1370.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,170.0,,,,130.0,323.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,239800,Midtown - Houston
489,1000.0,81588.0,48.0,48.0,55.0,3.3246909539383833,10.0,,3.0,827.8333333333333,0.0,1,0,0.0,1940.0,2.52856,3396.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,2.0,2.0,144.0,144.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,275000,Northside
490,7308.0,374040.0,35.0,36.0,48.0,6.903790006480189,1.0,3.0,3.0,597.6666666666667,0.0,1,0,0.0,1949.0,2.52856,1256.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,143.0,121.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,265000,Oak Forest East Area
491,1954.0,217730.0,73.0,87.0,76.0,0.33361408195974784,7.0,2.0,3.0,1200.8333333333335,0.0,0,1,0.0,2015.0,2.52856,2859.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,224.0,120.0,120.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,425000,Washington East/Sabine
492,2350.0,81588.0,,,,,10.0,,3.0,827.8333333333333,0.0,1,0,0.0,2017.0,,1773.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,3.0,3.0,100.0,130.0,204.0,88.0,135.0,231.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,249900,Northside
493,1550.0,,76.0,,58.0,2.8298113537365213,7.0,,,1200.8333333333335,0.0,1,0,0.0,2010.0,,2390.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,3.0,224.0,168.0,144.0,154.0,135.0,360.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,489900,Rice Military/Washington Corridor
